x,y,outer_radius,inner_radius,num_peaks,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.55,0.46,0.45,0.15,3,hotpink,0.0,interpolate,3,200,200,forestgreen,draw_star,5178.png
0.49,0.52,0.35,0.13,7,slategray,120.0,interpolate,1,200,200,rosybrown,draw_star,5179.png
0.53,0.46,0.43,0.22,6,firebrick,300.0,interpolate,3,200,200,darkkhaki,draw_star,5180.png
0.48,0.55,0.45,0.22,7,mediumaquamarine,240.0,interpolate,3,200,200,goldenrod,draw_star,5181.png
0.51,0.45,0.43,0.1,5,greenyellow,30.0,interpolate,3,200,200,paleturquoise,draw_star,5182.png
0.48,0.54,0.35,0.19,7,lemonchiffon,240.0,interpolate,3,200,200,lightgray,draw_star,5183.png
0.45,0.5,0.43,0.16,5,violet,30.0,interpolate,2,200,200,maroon,draw_star,5184.png
0.45,0.47,0.37,0.1,4,forestgreen,300.0,interpolate,3,200,200,plum,draw_star,5185.png
0.54,0.5,0.43,0.15,3,cadetblue,210.0,interpolate,3,200,200,darkslateblue,draw_star,5186.png
0.51,0.48,0.39,0.13,5,forestgreen,150.0,interpolate,1,200,200,magenta,draw_star,5187.png
0.54,0.54,0.39,0.13,6,lavender,0.0,interpolate,3,200,200,mediumseagreen,draw_star,5188.png
0.5,0.45,0.37,0.11,3,cornsilk,120.0,interpolate,1,200,200,lightseagreen,draw_star,5189.png
0.5,0.45,0.45,0.1,5,darkgoldenrod,330.0,interpolate,2,200,200,navy,draw_star,5190.png
0.5,0.53,0.37,0.13,6,darkseagreen,210.0,interpolate,1,200,200,limegreen,draw_star,5191.png
0.55,0.47,0.41,0.14,4,lightslategray,60.0,interpolate,2,200,200,darkgreen,draw_star,5192.png
0.51,0.46,0.37,0.16,6,lightsteelblue,270.0,interpolate,3,200,200,rebeccapurple,draw_star,5193.png
0.48,0.55,0.45,0.15,3,navy,30.0,interpolate,1,200,200,orange,draw_star,5194.png
0.48,0.52,0.37,0.19,6,orange,30.0,interpolate,1,200,200,darkslateblue,draw_star,5195.png
0.54,0.51,0.39,0.25,6,lavender,0.0,interpolate,2,200,200,blue,draw_star,5196.png
0.52,0.5,0.43,0.12,4,springgreen,240.0,interpolate,2,200,200,dimgray,draw_star,5197.png
0.46,0.49,0.43,0.22,7,mintcream,240.0,interpolate,2,200,200,orchid,draw_star,5198.png
0.52,0.47,0.41,0.16,5,honeydew,120.0,interpolate,2,200,200,firebrick,draw_star,5199.png
0.5,0.48,0.39,0.1,5,maroon,210.0,interpolate,3,200,200,hotpink,draw_star,5200.png
0.53,0.55,0.39,0.13,6,maroon,120.0,interpolate,3,200,200,white,draw_star,5201.png
0.54,0.52,0.43,0.22,5,seashell,150.0,interpolate,3,200,200,slategray,draw_star,5202.png
0.46,0.51,0.45,0.19,6,lemonchiffon,270.0,interpolate,3,200,200,purple,draw_star,5203.png
0.48,0.49,0.39,0.19,5,plum,120.0,interpolate,1,200,200,rosybrown,draw_star,5204.png
0.47,0.45,0.35,0.16,4,chartreuse,30.0,interpolate,3,200,200,lightgrey,draw_star,5205.png
0.48,0.49,0.37,0.19,5,darkslateblue,180.0,interpolate,2,200,200,lightcoral,draw_star,5206.png
0.49,0.55,0.35,0.25,7,mistyrose,60.0,interpolate,2,200,200,goldenrod,draw_star,5207.png
0.5,0.47,0.39,0.1,3,darkorchid,0.0,interpolate,2,200,200,darksalmon,draw_star,5208.png
0.47,0.53,0.41,0.12,4,darkmagenta,240.0,interpolate,1,200,200,black,draw_star,5209.png
0.54,0.48,0.41,0.13,7,mintcream,30.0,interpolate,1,200,200,lightslategrey,draw_star,5210.png
0.46,0.49,0.35,0.14,4,lightcyan,120.0,interpolate,1,200,200,mintcream,draw_star,5211.png
0.52,0.53,0.45,0.25,5,darksalmon,330.0,interpolate,3,200,200,mediumvioletred,draw_star,5212.png
0.5,0.45,0.41,0.19,5,lavenderblush,150.0,interpolate,3,200,200,whitesmoke,draw_star,5213.png
0.45,0.5,0.45,0.16,5,purple,120.0,interpolate,1,200,200,plum,draw_star,5214.png
0.5,0.54,0.45,0.1,5,linen,120.0,interpolate,1,200,200,snow,draw_star,5215.png
0.52,0.45,0.41,0.12,4,steelblue,240.0,interpolate,2,200,200,paleturquoise,draw_star,5216.png
0.51,0.46,0.43,0.22,5,lime,150.0,interpolate,3,200,200,steelblue,draw_star,5217.png
0.54,0.53,0.41,0.16,6,deepskyblue,0.0,interpolate,3,200,200,dodgerblue,draw_star,5218.png
0.51,0.47,0.37,0.1,4,crimson,300.0,interpolate,2,200,200,lemonchiffon,draw_star,5219.png
0.55,0.49,0.41,0.1,6,sandybrown,270.0,interpolate,3,200,200,mintcream,draw_star,5220.png
0.48,0.52,0.43,0.18,4,dimgray,0.0,interpolate,1,200,200,wheat,draw_star,5221.png
0.46,0.52,0.39,0.19,7,chartreuse,120.0,interpolate,1,200,200,moccasin,draw_star,5222.png
0.45,0.46,0.35,0.16,7,royalblue,90.0,interpolate,1,200,200,palegreen,draw_star,5223.png
0.48,0.54,0.35,0.1,5,mediumseagreen,270.0,interpolate,3,200,200,darkslategray,draw_star,5224.png
0.49,0.48,0.41,0.25,6,lightgoldenrodyellow,120.0,interpolate,2,200,200,yellowgreen,draw_star,5225.png
0.53,0.46,0.37,0.25,5,lightcyan,60.0,interpolate,1,200,200,ghostwhite,draw_star,5226.png
0.47,0.5,0.45,0.12,3,lightgoldenrodyellow,60.0,interpolate,3,200,200,salmon,draw_star,5227.png
0.49,0.48,0.39,0.12,4,navajowhite,150.0,interpolate,1,200,200,deeppink,draw_star,5228.png
0.46,0.55,0.41,0.22,6,lightpink,0.0,interpolate,2,200,200,lightskyblue,draw_star,5229.png
0.5,0.5,0.43,0.16,5,lightgray,120.0,interpolate,1,200,200,maroon,draw_star,5230.png
0.55,0.48,0.35,0.1,6,mediumseagreen,60.0,interpolate,1,200,200,darkturquoise,draw_star,5231.png
0.49,0.46,0.39,0.1,3,orchid,0.0,interpolate,1,200,200,darkslategray,draw_star,5232.png
0.51,0.46,0.41,0.16,6,darkgreen,180.0,interpolate,2,200,200,sandybrown,draw_star,5233.png
0.55,0.5,0.37,0.12,3,darkcyan,90.0,interpolate,1,200,200,silver,draw_star,5234.png
0.55,0.53,0.43,0.15,3,pink,270.0,interpolate,2,200,200,white,draw_star,5235.png
0.52,0.52,0.45,0.13,3,green,330.0,interpolate,1,200,200,black,draw_star,5236.png
0.55,0.5,0.45,0.25,7,lightseagreen,150.0,interpolate,1,200,200,slategrey,draw_star,5237.png
0.53,0.5,0.37,0.11,3,tomato,90.0,interpolate,1,200,200,linen,draw_star,5238.png
0.45,0.52,0.37,0.13,3,deeppink,30.0,interpolate,1,200,200,darkturquoise,draw_star,5239.png
0.53,0.5,0.35,0.1,6,mediumturquoise,30.0,interpolate,1,200,200,slategrey,draw_star,5240.png
0.55,0.46,0.41,0.1,3,paleturquoise,270.0,interpolate,1,200,200,purple,draw_star,5241.png
0.49,0.51,0.39,0.25,5,mediumseagreen,120.0,interpolate,2,200,200,aquamarine,draw_star,5242.png
0.55,0.45,0.41,0.19,5,darkgreen,60.0,interpolate,3,200,200,hotpink,draw_star,5243.png
0.55,0.52,0.39,0.25,6,khaki,270.0,interpolate,1,200,200,palegoldenrod,draw_star,5244.png
0.49,0.52,0.45,0.22,5,lightseagreen,300.0,interpolate,3,200,200,forestgreen,draw_star,5245.png
0.55,0.47,0.45,0.18,4,darkgrey,240.0,interpolate,3,200,200,mintcream,draw_star,5246.png
0.51,0.46,0.39,0.15,3,cadetblue,270.0,interpolate,3,200,200,darkviolet,draw_star,5247.png
0.49,0.47,0.41,0.1,6,mediumslateblue,210.0,interpolate,3,200,200,mediumseagreen,draw_star,5248.png
0.5,0.52,0.35,0.2,4,blanchedalmond,90.0,interpolate,1,200,200,orchid,draw_star,5249.png
0.5,0.46,0.43,0.13,5,peru,210.0,interpolate,2,200,200,snow,draw_star,5250.png
0.46,0.46,0.45,0.19,7,honeydew,300.0,interpolate,2,200,200,indigo,draw_star,5251.png
0.55,0.46,0.39,0.11,3,yellowgreen,0.0,interpolate,2,200,200,seashell,draw_star,5252.png
0.5,0.55,0.45,0.25,6,fuchsia,300.0,interpolate,3,200,200,darkorchid,draw_star,5253.png
0.53,0.45,0.45,0.25,5,lavender,120.0,interpolate,2,200,200,lavender,draw_star,5254.png
0.54,0.52,0.39,0.1,6,green,0.0,interpolate,1,200,200,orchid,draw_star,5255.png
0.49,0.49,0.43,0.19,7,lemonchiffon,300.0,interpolate,3,200,200,aqua,draw_star,5256.png
0.49,0.45,0.35,0.11,3,rosybrown,0.0,interpolate,3,200,200,navy,draw_star,5257.png
0.45,0.51,0.45,0.13,3,orange,300.0,interpolate,1,200,200,dimgrey,draw_star,5258.png
0.55,0.48,0.43,0.14,4,khaki,270.0,interpolate,3,200,200,sienna,draw_star,5259.png
0.51,0.5,0.37,0.13,6,gainsboro,300.0,interpolate,1,200,200,navajowhite,draw_star,5260.png
0.52,0.55,0.45,0.14,3,limegreen,30.0,interpolate,2,200,200,blue,draw_star,5261.png
0.53,0.52,0.37,0.13,3,lightsalmon,300.0,interpolate,1,200,200,lightblue,draw_star,5262.png
0.45,0.52,0.37,0.13,7,orchid,90.0,interpolate,3,200,200,orange,draw_star,5263.png
0.5,0.51,0.37,0.1,6,cornflowerblue,30.0,interpolate,1,200,200,coral,draw_star,5264.png
0.55,0.46,0.45,0.22,5,navajowhite,210.0,interpolate,3,200,200,ghostwhite,draw_star,5265.png
0.45,0.47,0.37,0.22,6,indigo,60.0,interpolate,2,200,200,lightcoral,draw_star,5266.png
0.54,0.53,0.45,0.14,3,mediumvioletred,270.0,interpolate,3,200,200,seashell,draw_star,5267.png
0.51,0.55,0.37,0.19,6,darkcyan,30.0,interpolate,1,200,200,lightyellow,draw_star,5268.png
0.49,0.53,0.43,0.22,7,slategray,120.0,interpolate,3,200,200,cyan,draw_star,5269.png
0.52,0.53,0.37,0.14,4,whitesmoke,210.0,interpolate,3,200,200,white,draw_star,5270.png
0.51,0.47,0.37,0.13,3,chartreuse,240.0,interpolate,3,200,200,honeydew,draw_star,5271.png
0.53,0.54,0.35,0.1,4,paleturquoise,270.0,interpolate,2,200,200,darkolivegreen,draw_star,5272.png
0.5,0.51,0.37,0.1,5,purple,180.0,interpolate,2,200,200,paleturquoise,draw_star,5273.png
0.53,0.53,0.39,0.25,7,burlywood,240.0,interpolate,1,200,200,peru,draw_star,5274.png
0.52,0.45,0.39,0.15,3,gray,210.0,interpolate,1,200,200,cornflowerblue,draw_star,5275.png
0.52,0.54,0.39,0.16,4,sienna,30.0,interpolate,3,200,200,rosybrown,draw_star,5276.png
0.49,0.48,0.43,0.22,7,lightsteelblue,210.0,interpolate,3,200,200,coral,draw_star,5277.png
0.48,0.46,0.45,0.11,3,lightyellow,0.0,interpolate,1,200,200,cornsilk,draw_star,5278.png
0.47,0.54,0.43,0.15,3,lightgrey,330.0,interpolate,1,200,200,papayawhip,draw_star,5279.png
0.47,0.5,0.39,0.13,7,antiquewhite,330.0,interpolate,2,200,200,cornflowerblue,draw_star,5280.png
0.52,0.53,0.35,0.13,6,hotpink,210.0,interpolate,1,200,200,snow,draw_star,5281.png
0.49,0.54,0.41,0.19,6,lavender,120.0,interpolate,1,200,200,mintcream,draw_star,5282.png
0.48,0.53,0.45,0.16,6,olivedrab,120.0,interpolate,1,200,200,mediumturquoise,draw_star,5283.png
0.49,0.53,0.37,0.13,3,dodgerblue,60.0,interpolate,3,200,200,floralwhite,draw_star,5284.png
0.49,0.53,0.43,0.12,3,turquoise,270.0,interpolate,3,200,200,aliceblue,draw_star,5285.png
0.54,0.52,0.39,0.19,7,darkgreen,90.0,interpolate,3,200,200,darkgoldenrod,draw_star,5286.png
0.55,0.49,0.35,0.25,5,darkseagreen,60.0,interpolate,1,200,200,mediumblue,draw_star,5287.png
0.45,0.45,0.41,0.1,4,moccasin,330.0,interpolate,2,200,200,mediumturquoise,draw_star,5288.png
0.51,0.54,0.43,0.13,7,mediumblue,120.0,interpolate,3,200,200,navajowhite,draw_star,5289.png
0.55,0.45,0.43,0.18,4,yellowgreen,300.0,interpolate,2,200,200,deepskyblue,draw_star,5290.png
0.52,0.5,0.37,0.1,6,purple,300.0,interpolate,2,200,200,darkolivegreen,draw_star,5291.png
0.5,0.46,0.39,0.18,4,olivedrab,330.0,interpolate,1,200,200,mediumaquamarine,draw_star,5292.png
0.46,0.46,0.37,0.22,7,darksalmon,120.0,interpolate,3,200,200,darkblue,draw_star,5293.png
0.55,0.48,0.41,0.12,3,indigo,270.0,interpolate,3,200,200,thistle,draw_star,5294.png
0.49,0.48,0.37,0.1,4,maroon,180.0,interpolate,3,200,200,darkcyan,draw_star,5295.png
0.45,0.48,0.45,0.13,6,greenyellow,150.0,interpolate,1,200,200,snow,draw_star,5296.png
0.55,0.49,0.35,0.14,3,aliceblue,300.0,interpolate,2,200,200,orchid,draw_star,5297.png
0.46,0.45,0.37,0.14,4,tan,30.0,interpolate,2,200,200,indigo,draw_star,5298.png
0.54,0.5,0.45,0.1,3,slateblue,60.0,interpolate,3,200,200,navajowhite,draw_star,5299.png
0.5,0.53,0.35,0.13,3,lavender,330.0,interpolate,1,200,200,salmon,draw_star,5300.png
0.48,0.5,0.39,0.13,3,forestgreen,180.0,interpolate,1,200,200,rebeccapurple,draw_star,5301.png
0.54,0.54,0.41,0.25,6,salmon,300.0,interpolate,3,200,200,teal,draw_star,5302.png
0.51,0.46,0.43,0.16,7,darkgrey,300.0,interpolate,3,200,200,silver,draw_star,5303.png
0.48,0.46,0.35,0.16,7,black,30.0,interpolate,2,200,200,lime,draw_star,5304.png
0.52,0.47,0.35,0.14,4,palegreen,180.0,interpolate,3,200,200,peachpuff,draw_star,5305.png
0.55,0.54,0.39,0.1,6,silver,150.0,interpolate,3,200,200,lightsalmon,draw_star,5306.png
0.47,0.46,0.43,0.2,4,whitesmoke,150.0,interpolate,1,200,200,cornflowerblue,draw_star,5307.png
0.52,0.55,0.45,0.1,4,azure,330.0,interpolate,1,200,200,darkcyan,draw_star,5308.png
0.46,0.5,0.35,0.22,5,thistle,60.0,interpolate,1,200,200,cornflowerblue,draw_star,5309.png
0.46,0.53,0.37,0.19,5,slategrey,180.0,interpolate,1,200,200,tomato,draw_star,5310.png
0.53,0.55,0.37,0.13,6,slateblue,300.0,interpolate,2,200,200,seashell,draw_star,5311.png
0.45,0.46,0.41,0.14,4,green,330.0,interpolate,2,200,200,whitesmoke,draw_star,5312.png
0.49,0.49,0.41,0.1,4,mediumorchid,210.0,interpolate,2,200,200,deeppink,draw_star,5313.png
0.46,0.5,0.37,0.22,6,mediumvioletred,150.0,interpolate,1,200,200,darksalmon,draw_star,5314.png
0.51,0.48,0.43,0.12,3,black,270.0,interpolate,1,200,200,lightslategrey,draw_star,5315.png
0.48,0.5,0.37,0.14,4,papayawhip,210.0,interpolate,2,200,200,gold,draw_star,5316.png
0.49,0.47,0.43,0.14,4,lightslategray,120.0,interpolate,1,200,200,navajowhite,draw_star,5317.png
0.48,0.46,0.41,0.19,6,saddlebrown,330.0,interpolate,3,200,200,silver,draw_star,5318.png
0.45,0.51,0.39,0.1,7,moccasin,0.0,interpolate,3,200,200,dodgerblue,draw_star,5319.png
0.46,0.49,0.43,0.18,4,springgreen,270.0,interpolate,3,200,200,darkgoldenrod,draw_star,5320.png
0.55,0.48,0.45,0.19,5,lightcyan,270.0,interpolate,3,200,200,lightgray,draw_star,5321.png
0.53,0.49,0.41,0.12,4,gold,240.0,interpolate,1,200,200,mediumblue,draw_star,5322.png
0.47,0.53,0.45,0.19,7,sandybrown,0.0,interpolate,2,200,200,aliceblue,draw_star,5323.png
0.47,0.5,0.45,0.14,3,crimson,180.0,interpolate,1,200,200,blanchedalmond,draw_star,5324.png
0.47,0.46,0.45,0.13,3,burlywood,210.0,interpolate,2,200,200,snow,draw_star,5325.png
0.48,0.49,0.35,0.16,5,rebeccapurple,180.0,interpolate,1,200,200,lightgrey,draw_star,5326.png
0.54,0.52,0.39,0.1,7,aqua,180.0,interpolate,1,200,200,lavender,draw_star,5327.png
0.53,0.53,0.37,0.12,3,brown,60.0,interpolate,3,200,200,white,draw_star,5328.png
0.52,0.52,0.43,0.19,5,darkgreen,90.0,interpolate,1,200,200,darkgoldenrod,draw_star,5329.png
0.47,0.51,0.45,0.12,4,deepskyblue,270.0,interpolate,3,200,200,lightgrey,draw_star,5330.png
0.52,0.45,0.37,0.19,5,mediumvioletred,150.0,interpolate,3,200,200,olive,draw_star,5331.png
0.46,0.51,0.45,0.14,4,orangered,240.0,interpolate,3,200,200,blue,draw_star,5332.png
0.51,0.46,0.43,0.11,3,lightpink,60.0,interpolate,2,200,200,darkorchid,draw_star,5333.png
0.45,0.52,0.35,0.1,3,darkmagenta,150.0,interpolate,1,200,200,mediumblue,draw_star,5334.png
0.5,0.52,0.41,0.13,5,slategrey,240.0,interpolate,2,200,200,aquamarine,draw_star,5335.png
0.55,0.53,0.35,0.18,4,gold,300.0,interpolate,2,200,200,sienna,draw_star,5336.png
0.52,0.5,0.35,0.19,6,burlywood,330.0,interpolate,1,200,200,lightseagreen,draw_star,5337.png
0.48,0.5,0.41,0.19,7,blueviolet,180.0,interpolate,1,200,200,indianred,draw_star,5338.png
0.47,0.5,0.35,0.16,4,yellow,210.0,interpolate,2,200,200,lightpink,draw_star,5339.png
0.55,0.45,0.35,0.12,3,burlywood,30.0,interpolate,3,200,200,orchid,draw_star,5340.png
0.48,0.48,0.41,0.19,6,lemonchiffon,330.0,interpolate,1,200,200,forestgreen,draw_star,5341.png
0.5,0.46,0.45,0.22,5,cyan,330.0,interpolate,3,200,200,limegreen,draw_star,5342.png
0.45,0.47,0.45,0.16,6,thistle,270.0,interpolate,2,200,200,olive,draw_star,5343.png
0.52,0.45,0.41,0.12,3,sienna,180.0,interpolate,3,200,200,paleturquoise,draw_star,5344.png
0.45,0.48,0.39,0.13,6,hotpink,0.0,interpolate,3,200,200,coral,draw_star,5345.png
0.46,0.52,0.39,0.14,3,dimgrey,330.0,interpolate,3,200,200,goldenrod,draw_star,5346.png
0.53,0.5,0.39,0.22,7,pink,240.0,interpolate,2,200,200,goldenrod,draw_star,5347.png
0.54,0.55,0.41,0.19,7,moccasin,300.0,interpolate,2,200,200,pink,draw_star,5348.png
0.53,0.49,0.41,0.1,3,chartreuse,180.0,interpolate,2,200,200,mediumpurple,draw_star,5349.png
0.49,0.47,0.39,0.16,7,darkturquoise,300.0,interpolate,3,200,200,darkred,draw_star,5350.png
0.48,0.45,0.41,0.1,5,salmon,60.0,interpolate,1,200,200,turquoise,draw_star,5351.png
0.51,0.47,0.35,0.16,7,orange,180.0,interpolate,2,200,200,sienna,draw_star,5352.png
0.48,0.47,0.43,0.12,4,chocolate,120.0,interpolate,3,200,200,darksalmon,draw_star,5353.png
0.54,0.5,0.41,0.1,6,coral,0.0,interpolate,3,200,200,mediumturquoise,draw_star,5354.png
0.53,0.45,0.37,0.1,6,palegoldenrod,210.0,interpolate,3,200,200,olivedrab,draw_star,5355.png
0.53,0.53,0.41,0.1,7,mediumorchid,90.0,interpolate,1,200,200,lightgreen,draw_star,5356.png
0.52,0.5,0.43,0.18,4,lightskyblue,240.0,interpolate,2,200,200,aquamarine,draw_star,5357.png
0.45,0.47,0.39,0.12,4,lavender,60.0,interpolate,2,200,200,darkgreen,draw_star,5358.png
0.52,0.49,0.39,0.11,3,olive,120.0,interpolate,1,200,200,gainsboro,draw_star,5359.png
0.48,0.48,0.35,0.11,3,green,240.0,interpolate,3,200,200,darkgrey,draw_star,5360.png
0.55,0.47,0.35,0.18,4,mediumpurple,180.0,interpolate,2,200,200,lavender,draw_star,5361.png
0.5,0.47,0.35,0.19,6,silver,270.0,interpolate,2,200,200,darkkhaki,draw_star,5362.png
0.46,0.46,0.45,0.14,3,lightcoral,150.0,interpolate,2,200,200,khaki,draw_star,5363.png
0.47,0.49,0.45,0.1,6,yellowgreen,90.0,interpolate,2,200,200,tomato,draw_star,5364.png
0.53,0.51,0.37,0.1,7,seashell,270.0,interpolate,3,200,200,violet,draw_star,5365.png
0.45,0.45,0.45,0.13,6,cyan,300.0,interpolate,1,200,200,darkgrey,draw_star,5366.png
0.45,0.47,0.37,0.18,4,lightsteelblue,150.0,interpolate,2,200,200,salmon,draw_star,5367.png
0.5,0.55,0.35,0.1,7,lightpink,90.0,interpolate,3,200,200,aliceblue,draw_star,5368.png
0.45,0.49,0.41,0.15,3,lightgray,30.0,interpolate,2,200,200,lightpink,draw_star,5369.png
0.47,0.48,0.43,0.25,6,ghostwhite,30.0,interpolate,2,200,200,wheat,draw_star,5370.png
0.49,0.52,0.35,0.1,7,darkolivegreen,150.0,interpolate,1,200,200,blanchedalmond,draw_star,5371.png
0.51,0.48,0.41,0.16,5,moccasin,30.0,interpolate,1,200,200,black,draw_star,5372.png
0.48,0.53,0.45,0.2,4,plum,300.0,interpolate,2,200,200,yellowgreen,draw_star,5373.png
0.5,0.54,0.41,0.16,4,magenta,60.0,interpolate,3,200,200,orangered,draw_star,5374.png
0.52,0.53,0.45,0.22,6,lime,30.0,interpolate,2,200,200,lightgray,draw_star,5375.png
0.52,0.47,0.45,0.25,6,plum,270.0,interpolate,1,200,200,yellow,draw_star,5376.png
0.52,0.48,0.41,0.19,5,olivedrab,210.0,interpolate,2,200,200,gray,draw_star,5377.png
0.46,0.55,0.39,0.16,6,darkgray,330.0,interpolate,2,200,200,chartreuse,draw_star,5378.png
0.5,0.52,0.43,0.25,5,darkred,210.0,interpolate,3,200,200,dimgray,draw_star,5379.png
0.45,0.54,0.35,0.11,3,peru,240.0,interpolate,3,200,200,snow,draw_star,5380.png
0.52,0.48,0.45,0.13,6,olivedrab,210.0,interpolate,2,200,200,lightgray,draw_star,5381.png
0.49,0.48,0.39,0.13,3,midnightblue,330.0,interpolate,2,200,200,silver,draw_star,5382.png
0.47,0.53,0.45,0.1,4,paleturquoise,60.0,interpolate,2,200,200,teal,draw_star,5383.png
0.46,0.46,0.43,0.14,3,cadetblue,300.0,interpolate,1,200,200,coral,draw_star,5384.png
0.47,0.46,0.35,0.1,3,lightsteelblue,0.0,interpolate,2,200,200,lightcyan,draw_star,5385.png
0.48,0.51,0.35,0.1,7,mintcream,30.0,interpolate,3,200,200,limegreen,draw_star,5386.png
0.48,0.45,0.41,0.2,4,mediumaquamarine,240.0,interpolate,1,200,200,limegreen,draw_star,5387.png
0.52,0.55,0.35,0.22,5,saddlebrown,90.0,interpolate,1,200,200,slategray,draw_star,5388.png
0.53,0.52,0.45,0.14,3,lightblue,300.0,interpolate,2,200,200,darkgoldenrod,draw_star,5389.png
0.54,0.46,0.41,0.2,4,blueviolet,300.0,interpolate,2,200,200,darkgreen,draw_star,5390.png
0.45,0.5,0.41,0.12,3,rebeccapurple,180.0,interpolate,2,200,200,tomato,draw_star,5391.png
0.55,0.5,0.43,0.22,6,darkgreen,90.0,interpolate,1,200,200,darkslategrey,draw_star,5392.png
0.47,0.54,0.39,0.16,5,slateblue,120.0,interpolate,3,200,200,tomato,draw_star,5393.png
0.46,0.55,0.45,0.1,4,mediumvioletred,150.0,interpolate,3,200,200,mediumaquamarine,draw_star,5394.png
0.46,0.46,0.35,0.1,5,khaki,300.0,interpolate,3,200,200,azure,draw_star,5395.png
0.46,0.53,0.45,0.1,3,brown,210.0,interpolate,2,200,200,crimson,draw_star,5396.png
0.49,0.51,0.41,0.1,6,lavender,240.0,interpolate,2,200,200,papayawhip,draw_star,5397.png
0.45,0.54,0.43,0.12,4,sandybrown,180.0,interpolate,2,200,200,limegreen,draw_star,5398.png
0.45,0.53,0.35,0.1,7,olivedrab,210.0,interpolate,1,200,200,magenta,draw_star,5399.png
0.53,0.51,0.45,0.13,5,mediumseagreen,120.0,interpolate,3,200,200,steelblue,draw_star,5400.png
0.54,0.46,0.35,0.1,4,navajowhite,210.0,interpolate,1,200,200,orchid,draw_star,5401.png
0.48,0.45,0.43,0.12,4,lawngreen,180.0,interpolate,2,200,200,darkkhaki,draw_star,5402.png
0.47,0.46,0.37,0.22,5,mediumvioletred,60.0,interpolate,3,200,200,floralwhite,draw_star,5403.png
0.55,0.48,0.41,0.1,7,lawngreen,0.0,interpolate,3,200,200,darkturquoise,draw_star,5404.png
0.5,0.51,0.37,0.25,5,lightyellow,90.0,interpolate,1,200,200,lavender,draw_star,5405.png
0.49,0.49,0.35,0.13,3,tan,180.0,interpolate,3,200,200,lightseagreen,draw_star,5406.png
0.52,0.46,0.35,0.16,5,olive,240.0,interpolate,2,200,200,aqua,draw_star,5407.png
0.48,0.51,0.41,0.25,5,beige,90.0,interpolate,3,200,200,salmon,draw_star,5408.png
0.5,0.45,0.35,0.19,5,palevioletred,30.0,interpolate,3,200,200,blanchedalmond,draw_star,5409.png
0.49,0.46,0.41,0.1,5,tomato,240.0,interpolate,3,200,200,darkviolet,draw_star,5410.png
0.51,0.46,0.43,0.25,7,thistle,150.0,interpolate,2,200,200,coral,draw_star,5411.png
0.49,0.53,0.41,0.16,5,navajowhite,240.0,interpolate,2,200,200,springgreen,draw_star,5412.png
0.55,0.53,0.43,0.19,6,plum,270.0,interpolate,2,200,200,lightgray,draw_star,5413.png
0.55,0.52,0.39,0.25,5,lightblue,120.0,interpolate,2,200,200,blueviolet,draw_star,5414.png
0.52,0.47,0.41,0.14,3,gainsboro,300.0,interpolate,3,200,200,lightslategrey,draw_star,5415.png
0.55,0.54,0.43,0.13,7,lightcoral,30.0,interpolate,3,200,200,mediumpurple,draw_star,5416.png
0.47,0.54,0.35,0.18,4,whitesmoke,240.0,interpolate,2,200,200,gainsboro,draw_star,5417.png
0.5,0.46,0.35,0.12,3,orangered,180.0,interpolate,1,200,200,midnightblue,draw_star,5418.png
0.45,0.52,0.35,0.1,6,maroon,120.0,interpolate,3,200,200,darkkhaki,draw_star,5419.png
0.49,0.48,0.39,0.1,3,darksalmon,30.0,interpolate,2,200,200,limegreen,draw_star,5420.png
0.52,0.47,0.37,0.1,3,slateblue,60.0,interpolate,1,200,200,plum,draw_star,5421.png
0.49,0.54,0.41,0.11,3,cadetblue,90.0,interpolate,3,200,200,lightslategrey,draw_star,5422.png
0.54,0.47,0.43,0.16,6,darksalmon,300.0,interpolate,2,200,200,whitesmoke,draw_star,5423.png
0.47,0.5,0.43,0.1,4,springgreen,30.0,interpolate,2,200,200,slategrey,draw_star,5424.png
0.5,0.53,0.43,0.2,4,lightcyan,120.0,interpolate,1,200,200,red,draw_star,5425.png
0.5,0.45,0.35,0.1,6,lightblue,0.0,interpolate,2,200,200,tan,draw_star,5426.png
0.55,0.53,0.37,0.2,4,white,90.0,interpolate,2,200,200,darkred,draw_star,5427.png
0.45,0.49,0.43,0.12,3,saddlebrown,120.0,interpolate,1,200,200,blueviolet,draw_star,5428.png
0.49,0.47,0.41,0.19,6,yellow,180.0,interpolate,3,200,200,firebrick,draw_star,5429.png
0.53,0.55,0.35,0.22,7,lime,90.0,interpolate,1,200,200,sienna,draw_star,5430.png
0.47,0.49,0.43,0.12,4,palevioletred,120.0,interpolate,1,200,200,silver,draw_star,5431.png
0.47,0.53,0.39,0.2,4,teal,330.0,interpolate,2,200,200,yellowgreen,draw_star,5432.png
0.45,0.55,0.35,0.25,7,lightcoral,270.0,interpolate,3,200,200,darkturquoise,draw_star,5433.png
0.54,0.46,0.43,0.22,5,magenta,0.0,interpolate,1,200,200,darkslategray,draw_star,5434.png
0.5,0.45,0.43,0.16,6,aliceblue,60.0,interpolate,2,200,200,mistyrose,draw_star,5435.png
0.45,0.45,0.35,0.1,3,palevioletred,240.0,interpolate,1,200,200,maroon,draw_star,5436.png
