x,y,radius,n_points,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.5,0.46,0.1,5,black,0.0,,0,64,64,white,draw_polygon,4126.png
0.46,0.5,0.35,3,black,270.0,,0,64,64,white,draw_polygon,4127.png
0.48,0.51,0.4,3,black,60.0,,0,64,64,white,draw_polygon,4128.png
0.55,0.5,0.25,7,black,300.0,,0,64,64,white,draw_polygon,4129.png
0.55,0.5,0.45,6,black,210.0,,0,64,64,white,draw_polygon,4130.png
0.51,0.5,0.2,6,black,240.0,,0,64,64,white,draw_polygon,4131.png
0.51,0.45,0.1,5,black,90.0,,0,64,64,white,draw_polygon,4132.png
0.45,0.54,0.4,6,black,330.0,,0,64,64,white,draw_polygon,4133.png
0.46,0.47,0.4,7,black,240.0,,0,64,64,white,draw_polygon,4134.png
0.46,0.45,0.35,3,black,30.0,,0,64,64,white,draw_polygon,4135.png
0.52,0.46,0.25,6,black,240.0,,0,64,64,white,draw_polygon,4136.png
0.47,0.52,0.2,3,black,180.0,,0,64,64,white,draw_polygon,4137.png
0.53,0.48,0.35,3,black,150.0,,0,64,64,white,draw_polygon,4138.png
0.49,0.46,0.45,4,black,240.0,,0,64,64,white,draw_polygon,4139.png
0.52,0.55,0.45,3,black,300.0,,0,64,64,white,draw_polygon,4140.png
0.55,0.53,0.35,4,black,330.0,,0,64,64,white,draw_polygon,4141.png
0.54,0.47,0.45,7,black,270.0,,0,64,64,white,draw_polygon,4142.png
0.45,0.49,0.4,7,black,210.0,,0,64,64,white,draw_polygon,4143.png
0.49,0.51,0.35,5,black,30.0,,0,64,64,white,draw_polygon,4144.png
0.48,0.54,0.4,5,black,120.0,,0,64,64,white,draw_polygon,4145.png
0.5,0.54,0.4,5,black,90.0,,0,64,64,white,draw_polygon,4146.png
0.52,0.55,0.25,3,black,90.0,,0,64,64,white,draw_polygon,4147.png
0.45,0.54,0.35,7,black,210.0,,0,64,64,white,draw_polygon,4148.png
0.46,0.47,0.15,5,black,270.0,,0,64,64,white,draw_polygon,4149.png
0.48,0.49,0.15,5,black,270.0,,0,64,64,white,draw_polygon,4150.png
0.48,0.55,0.2,7,black,330.0,,0,64,64,white,draw_polygon,4151.png
0.47,0.54,0.2,7,black,60.0,,0,64,64,white,draw_polygon,4152.png
0.53,0.47,0.2,4,black,30.0,,0,64,64,white,draw_polygon,4153.png
0.55,0.54,0.45,6,black,120.0,,0,64,64,white,draw_polygon,4154.png
0.51,0.49,0.2,4,black,300.0,,0,64,64,white,draw_polygon,4155.png
0.54,0.48,0.35,3,black,300.0,,0,64,64,white,draw_polygon,4156.png
0.48,0.53,0.45,6,black,90.0,,0,64,64,white,draw_polygon,4157.png
0.54,0.53,0.35,6,black,270.0,,0,64,64,white,draw_polygon,4158.png
0.45,0.54,0.25,6,black,30.0,,0,64,64,white,draw_polygon,4159.png
0.53,0.55,0.25,6,black,150.0,,0,64,64,white,draw_polygon,4160.png
0.49,0.49,0.45,6,black,30.0,,0,64,64,white,draw_polygon,4161.png
0.48,0.46,0.1,6,black,150.0,,0,64,64,white,draw_polygon,4162.png
0.51,0.49,0.2,5,black,330.0,,0,64,64,white,draw_polygon,4163.png
0.55,0.52,0.25,4,black,240.0,,0,64,64,white,draw_polygon,4164.png
0.5,0.47,0.2,3,black,150.0,,0,64,64,white,draw_polygon,4165.png
0.46,0.51,0.15,7,black,120.0,,0,64,64,white,draw_polygon,4166.png
0.52,0.45,0.45,4,black,180.0,,0,64,64,white,draw_polygon,4167.png
0.55,0.5,0.35,6,black,120.0,,0,64,64,white,draw_polygon,4168.png
0.53,0.48,0.45,3,black,90.0,,0,64,64,white,draw_polygon,4169.png
0.54,0.55,0.1,6,black,330.0,,0,64,64,white,draw_polygon,4170.png
0.47,0.53,0.35,6,black,210.0,,0,64,64,white,draw_polygon,4171.png
0.53,0.51,0.45,5,black,60.0,,0,64,64,white,draw_polygon,4172.png
0.55,0.52,0.3,3,black,210.0,,0,64,64,white,draw_polygon,4173.png
0.47,0.45,0.4,6,black,330.0,,0,64,64,white,draw_polygon,4174.png
0.52,0.55,0.25,3,black,30.0,,0,64,64,white,draw_polygon,4175.png
0.49,0.48,0.2,5,black,0.0,,0,64,64,white,draw_polygon,4176.png
0.55,0.49,0.4,5,black,330.0,,0,64,64,white,draw_polygon,4177.png
0.48,0.47,0.35,4,black,90.0,,0,64,64,white,draw_polygon,4178.png
0.54,0.49,0.25,7,black,60.0,,0,64,64,white,draw_polygon,4179.png
0.45,0.54,0.25,6,black,90.0,,0,64,64,white,draw_polygon,4180.png
0.5,0.46,0.45,3,black,30.0,,0,64,64,white,draw_polygon,4181.png
0.47,0.51,0.2,6,black,180.0,,0,64,64,white,draw_polygon,4182.png
0.5,0.55,0.35,6,black,120.0,,0,64,64,white,draw_polygon,4183.png
0.54,0.48,0.15,5,black,210.0,,0,64,64,white,draw_polygon,4184.png
0.51,0.52,0.25,4,black,120.0,,0,64,64,white,draw_polygon,4185.png
0.5,0.54,0.35,3,black,300.0,,0,64,64,white,draw_polygon,4186.png
0.51,0.48,0.3,3,black,0.0,,0,64,64,white,draw_polygon,4187.png
0.53,0.54,0.45,3,black,240.0,,0,64,64,white,draw_polygon,4188.png
0.55,0.53,0.35,7,black,300.0,,0,64,64,white,draw_polygon,4189.png
0.47,0.53,0.15,6,black,330.0,,0,64,64,white,draw_polygon,4190.png
0.47,0.54,0.2,4,black,0.0,,0,64,64,white,draw_polygon,4191.png
0.51,0.48,0.3,5,black,150.0,,0,64,64,white,draw_polygon,4192.png
0.51,0.52,0.3,5,black,300.0,,0,64,64,white,draw_polygon,4193.png
0.47,0.5,0.4,7,black,330.0,,0,64,64,white,draw_polygon,4194.png
0.52,0.53,0.45,3,black,270.0,,0,64,64,white,draw_polygon,4195.png
0.49,0.46,0.45,6,black,180.0,,0,64,64,white,draw_polygon,4196.png
0.51,0.48,0.1,4,black,30.0,,0,64,64,white,draw_polygon,4197.png
0.53,0.49,0.15,3,black,90.0,,0,64,64,white,draw_polygon,4198.png
0.52,0.51,0.45,5,black,240.0,,0,64,64,white,draw_polygon,4199.png
0.52,0.54,0.4,4,black,270.0,,0,64,64,white,draw_polygon,4200.png
0.55,0.55,0.3,5,black,270.0,,0,64,64,white,draw_polygon,4201.png
0.46,0.54,0.35,4,black,60.0,,0,64,64,white,draw_polygon,4202.png
0.55,0.52,0.35,5,black,90.0,,0,64,64,white,draw_polygon,4203.png
0.45,0.53,0.4,4,black,180.0,,0,64,64,white,draw_polygon,4204.png
0.49,0.51,0.35,4,black,120.0,,0,64,64,white,draw_polygon,4205.png
0.47,0.5,0.45,3,black,30.0,,0,64,64,white,draw_polygon,4206.png
0.46,0.55,0.4,3,black,30.0,,0,64,64,white,draw_polygon,4207.png
0.5,0.48,0.45,5,black,210.0,,0,64,64,white,draw_polygon,4208.png
0.5,0.45,0.25,7,black,210.0,,0,64,64,white,draw_polygon,4209.png
0.48,0.48,0.4,3,black,180.0,,0,64,64,white,draw_polygon,4210.png
0.52,0.51,0.4,4,black,120.0,,0,64,64,white,draw_polygon,4211.png
0.53,0.48,0.45,4,black,300.0,,0,64,64,white,draw_polygon,4212.png
0.45,0.45,0.35,7,black,300.0,,0,64,64,white,draw_polygon,4213.png
0.54,0.45,0.1,5,black,240.0,,0,64,64,white,draw_polygon,4214.png
0.48,0.52,0.35,3,black,60.0,,0,64,64,white,draw_polygon,4215.png
0.5,0.52,0.45,5,black,90.0,,0,64,64,white,draw_polygon,4216.png
0.49,0.46,0.2,5,black,180.0,,0,64,64,white,draw_polygon,4217.png
0.55,0.52,0.15,3,black,210.0,,0,64,64,white,draw_polygon,4218.png
0.49,0.51,0.35,6,black,210.0,,0,64,64,white,draw_polygon,4219.png
0.52,0.55,0.1,4,black,0.0,,0,64,64,white,draw_polygon,4220.png
0.5,0.53,0.3,7,black,180.0,,0,64,64,white,draw_polygon,4221.png
0.5,0.48,0.2,6,black,330.0,,0,64,64,white,draw_polygon,4222.png
0.45,0.5,0.3,3,black,300.0,,0,64,64,white,draw_polygon,4223.png
0.47,0.49,0.2,6,black,90.0,,0,64,64,white,draw_polygon,4224.png
0.46,0.46,0.2,7,black,150.0,,0,64,64,white,draw_polygon,4225.png
0.53,0.51,0.15,7,black,210.0,,0,64,64,white,draw_polygon,4226.png
0.45,0.5,0.3,7,black,180.0,,0,64,64,white,draw_polygon,4227.png
0.45,0.49,0.25,3,black,210.0,,0,64,64,white,draw_polygon,4228.png
0.47,0.52,0.1,5,black,60.0,,0,64,64,white,draw_polygon,4229.png
0.48,0.45,0.15,3,black,0.0,,0,64,64,white,draw_polygon,4230.png
0.54,0.46,0.2,7,black,150.0,,0,64,64,white,draw_polygon,4231.png
0.51,0.45,0.4,3,black,330.0,,0,64,64,white,draw_polygon,4232.png
0.52,0.47,0.4,4,black,90.0,,0,64,64,white,draw_polygon,4233.png
0.46,0.55,0.15,5,black,300.0,,0,64,64,white,draw_polygon,4234.png
0.52,0.5,0.2,3,black,210.0,,0,64,64,white,draw_polygon,4235.png
0.55,0.5,0.35,5,black,300.0,,0,64,64,white,draw_polygon,4236.png
0.53,0.47,0.35,5,black,180.0,,0,64,64,white,draw_polygon,4237.png
0.46,0.52,0.35,3,black,120.0,,0,64,64,white,draw_polygon,4238.png
0.45,0.5,0.2,3,black,150.0,,0,64,64,white,draw_polygon,4239.png
0.52,0.47,0.1,4,black,300.0,,0,64,64,white,draw_polygon,4240.png
0.48,0.5,0.3,5,black,120.0,,0,64,64,white,draw_polygon,4241.png
0.51,0.48,0.2,5,black,120.0,,0,64,64,white,draw_polygon,4242.png
0.46,0.46,0.35,7,black,120.0,,0,64,64,white,draw_polygon,4243.png
0.54,0.46,0.45,4,black,240.0,,0,64,64,white,draw_polygon,4244.png
0.55,0.46,0.35,6,black,0.0,,0,64,64,white,draw_polygon,4245.png
0.52,0.47,0.4,6,black,90.0,,0,64,64,white,draw_polygon,4246.png
0.5,0.49,0.4,6,black,60.0,,0,64,64,white,draw_polygon,4247.png
0.53,0.49,0.1,4,black,180.0,,0,64,64,white,draw_polygon,4248.png
0.52,0.47,0.25,4,black,0.0,,0,64,64,white,draw_polygon,4249.png
0.55,0.55,0.45,3,black,120.0,,0,64,64,white,draw_polygon,4250.png
0.49,0.48,0.2,4,black,210.0,,0,64,64,white,draw_polygon,4251.png
0.45,0.45,0.15,6,black,120.0,,0,64,64,white,draw_polygon,4252.png
0.49,0.47,0.2,5,black,120.0,,0,64,64,white,draw_polygon,4253.png
0.53,0.5,0.25,3,black,270.0,,0,64,64,white,draw_polygon,4254.png
0.45,0.55,0.45,6,black,120.0,,0,64,64,white,draw_polygon,4255.png
0.51,0.54,0.25,3,black,180.0,,0,64,64,white,draw_polygon,4256.png
0.54,0.47,0.3,7,black,30.0,,0,64,64,white,draw_polygon,4257.png
0.52,0.54,0.1,6,black,120.0,,0,64,64,white,draw_polygon,4258.png
0.53,0.55,0.3,7,black,60.0,,0,64,64,white,draw_polygon,4259.png
0.45,0.49,0.1,6,black,180.0,,0,64,64,white,draw_polygon,4260.png
0.55,0.53,0.4,4,black,0.0,,0,64,64,white,draw_polygon,4261.png
0.47,0.47,0.2,3,black,0.0,,0,64,64,white,draw_polygon,4262.png
0.48,0.52,0.1,4,black,240.0,,0,64,64,white,draw_polygon,4263.png
0.46,0.55,0.35,5,black,90.0,,0,64,64,white,draw_polygon,4264.png
0.46,0.45,0.25,5,black,270.0,,0,64,64,white,draw_polygon,4265.png
0.47,0.52,0.35,4,black,90.0,,0,64,64,white,draw_polygon,4266.png
0.51,0.48,0.35,3,black,210.0,,0,64,64,white,draw_polygon,4267.png
0.5,0.45,0.2,5,black,180.0,,0,64,64,white,draw_polygon,4268.png
0.45,0.54,0.4,7,black,120.0,,0,64,64,white,draw_polygon,4269.png
0.54,0.49,0.25,5,black,90.0,,0,64,64,white,draw_polygon,4270.png
0.51,0.54,0.3,3,black,270.0,,0,64,64,white,draw_polygon,4271.png
0.51,0.51,0.3,7,black,0.0,,0,64,64,white,draw_polygon,4272.png
0.47,0.55,0.35,5,black,0.0,,0,64,64,white,draw_polygon,4273.png
0.49,0.52,0.1,4,black,270.0,,0,64,64,white,draw_polygon,4274.png
0.45,0.45,0.2,4,black,330.0,,0,64,64,white,draw_polygon,4275.png
0.46,0.55,0.2,6,black,0.0,,0,64,64,white,draw_polygon,4276.png
0.47,0.53,0.1,5,black,300.0,,0,64,64,white,draw_polygon,4277.png
0.47,0.45,0.25,6,black,120.0,,0,64,64,white,draw_polygon,4278.png
0.48,0.54,0.35,4,black,300.0,,0,64,64,white,draw_polygon,4279.png
0.55,0.48,0.1,5,black,0.0,,0,64,64,white,draw_polygon,4280.png
0.48,0.51,0.3,3,black,180.0,,0,64,64,white,draw_polygon,4281.png
0.55,0.55,0.2,7,black,300.0,,0,64,64,white,draw_polygon,4282.png
0.49,0.5,0.1,3,black,150.0,,0,64,64,white,draw_polygon,4283.png
0.53,0.46,0.15,6,black,0.0,,0,64,64,white,draw_polygon,4284.png
0.51,0.52,0.3,7,black,150.0,,0,64,64,white,draw_polygon,4285.png
0.53,0.47,0.25,7,black,240.0,,0,64,64,white,draw_polygon,4286.png
0.47,0.51,0.45,7,black,90.0,,0,64,64,white,draw_polygon,4287.png
0.47,0.48,0.3,6,black,120.0,,0,64,64,white,draw_polygon,4288.png
0.5,0.49,0.3,7,black,150.0,,0,64,64,white,draw_polygon,4289.png
0.52,0.51,0.3,6,black,180.0,,0,64,64,white,draw_polygon,4290.png
0.46,0.51,0.4,7,black,0.0,,0,64,64,white,draw_polygon,4291.png
0.49,0.49,0.4,5,black,90.0,,0,64,64,white,draw_polygon,4292.png
0.46,0.55,0.3,5,black,330.0,,0,64,64,white,draw_polygon,4293.png
0.46,0.5,0.1,3,black,210.0,,0,64,64,white,draw_polygon,4294.png
0.47,0.54,0.45,4,black,330.0,,0,64,64,white,draw_polygon,4295.png
0.51,0.46,0.45,3,black,240.0,,0,64,64,white,draw_polygon,4296.png
0.54,0.53,0.3,5,black,240.0,,0,64,64,white,draw_polygon,4297.png
0.5,0.51,0.2,3,black,240.0,,0,64,64,white,draw_polygon,4298.png
0.52,0.51,0.3,5,black,240.0,,0,64,64,white,draw_polygon,4299.png
0.47,0.51,0.2,6,black,330.0,,0,64,64,white,draw_polygon,4300.png
0.45,0.52,0.25,6,black,30.0,,0,64,64,white,draw_polygon,4301.png
0.52,0.47,0.2,3,black,210.0,,0,64,64,white,draw_polygon,4302.png
0.53,0.53,0.1,7,black,30.0,,0,64,64,white,draw_polygon,4303.png
0.49,0.52,0.15,5,black,180.0,,0,64,64,white,draw_polygon,4304.png
0.49,0.54,0.35,6,black,330.0,,0,64,64,white,draw_polygon,4305.png
0.52,0.52,0.15,6,black,330.0,,0,64,64,white,draw_polygon,4306.png
0.51,0.48,0.45,6,black,30.0,,0,64,64,white,draw_polygon,4307.png
0.52,0.55,0.3,6,black,210.0,,0,64,64,white,draw_polygon,4308.png
0.46,0.46,0.15,6,black,120.0,,0,64,64,white,draw_polygon,4309.png
0.51,0.49,0.25,4,black,90.0,,0,64,64,white,draw_polygon,4310.png
0.54,0.55,0.2,6,black,0.0,,0,64,64,white,draw_polygon,4311.png
0.52,0.49,0.1,7,black,240.0,,0,64,64,white,draw_polygon,4312.png
0.51,0.46,0.4,4,black,150.0,,0,64,64,white,draw_polygon,4313.png
0.48,0.52,0.45,3,black,240.0,,0,64,64,white,draw_polygon,4314.png
0.46,0.49,0.4,6,black,150.0,,0,64,64,white,draw_polygon,4315.png
0.49,0.52,0.45,3,black,270.0,,0,64,64,white,draw_polygon,4316.png
0.46,0.54,0.35,5,black,270.0,,0,64,64,white,draw_polygon,4317.png
0.53,0.45,0.4,7,black,120.0,,0,64,64,white,draw_polygon,4318.png
0.54,0.54,0.1,7,black,300.0,,0,64,64,white,draw_polygon,4319.png
0.52,0.55,0.4,6,black,0.0,,0,64,64,white,draw_polygon,4320.png
0.45,0.45,0.3,6,black,300.0,,0,64,64,white,draw_polygon,4321.png
0.55,0.49,0.35,4,black,120.0,,0,64,64,white,draw_polygon,4322.png
0.47,0.49,0.35,5,black,0.0,,0,64,64,white,draw_polygon,4323.png
0.5,0.49,0.45,3,black,150.0,,0,64,64,white,draw_polygon,4324.png
0.49,0.5,0.25,6,black,180.0,,0,64,64,white,draw_polygon,4325.png
0.51,0.5,0.3,3,black,60.0,,0,64,64,white,draw_polygon,4326.png
0.51,0.55,0.25,3,black,240.0,,0,64,64,white,draw_polygon,4327.png
0.46,0.45,0.4,5,black,150.0,,0,64,64,white,draw_polygon,4328.png
0.52,0.45,0.15,4,black,150.0,,0,64,64,white,draw_polygon,4329.png
0.46,0.45,0.2,7,black,120.0,,0,64,64,white,draw_polygon,4330.png
0.54,0.46,0.1,7,black,120.0,,0,64,64,white,draw_polygon,4331.png
0.45,0.53,0.4,4,black,120.0,,0,64,64,white,draw_polygon,4332.png
0.47,0.47,0.15,7,black,210.0,,0,64,64,white,draw_polygon,4333.png
0.48,0.49,0.3,6,black,180.0,,0,64,64,white,draw_polygon,4334.png
0.49,0.48,0.2,7,black,210.0,,0,64,64,white,draw_polygon,4335.png
0.46,0.55,0.35,6,black,150.0,,0,64,64,white,draw_polygon,4336.png
0.52,0.47,0.15,6,black,330.0,,0,64,64,white,draw_polygon,4337.png
0.49,0.51,0.35,5,black,300.0,,0,64,64,white,draw_polygon,4338.png
0.55,0.52,0.1,4,black,330.0,,0,64,64,white,draw_polygon,4339.png
0.51,0.45,0.45,4,black,180.0,,0,64,64,white,draw_polygon,4340.png
0.45,0.52,0.1,6,black,150.0,,0,64,64,white,draw_polygon,4341.png
0.48,0.45,0.3,6,black,270.0,,0,64,64,white,draw_polygon,4342.png
0.47,0.46,0.15,6,black,210.0,,0,64,64,white,draw_polygon,4343.png
0.52,0.47,0.15,4,black,270.0,,0,64,64,white,draw_polygon,4344.png
0.53,0.52,0.3,4,black,330.0,,0,64,64,white,draw_polygon,4345.png
0.45,0.53,0.25,6,black,120.0,,0,64,64,white,draw_polygon,4346.png
0.48,0.55,0.3,4,black,210.0,,0,64,64,white,draw_polygon,4347.png
0.51,0.46,0.2,7,black,60.0,,0,64,64,white,draw_polygon,4348.png
0.46,0.53,0.3,4,black,330.0,,0,64,64,white,draw_polygon,4349.png
0.5,0.49,0.1,4,black,0.0,,0,64,64,white,draw_polygon,4350.png
0.49,0.47,0.1,4,black,150.0,,0,64,64,white,draw_polygon,4351.png
0.45,0.55,0.4,4,black,90.0,,0,64,64,white,draw_polygon,4352.png
0.48,0.54,0.2,3,black,0.0,,0,64,64,white,draw_polygon,4353.png
0.46,0.49,0.15,7,black,90.0,,0,64,64,white,draw_polygon,4354.png
0.48,0.48,0.4,3,black,330.0,,0,64,64,white,draw_polygon,4355.png
0.54,0.45,0.1,5,black,330.0,,0,64,64,white,draw_polygon,4356.png
0.47,0.49,0.15,7,black,0.0,,0,64,64,white,draw_polygon,4357.png
0.5,0.49,0.25,6,black,90.0,,0,64,64,white,draw_polygon,4358.png
0.54,0.47,0.45,6,black,30.0,,0,64,64,white,draw_polygon,4359.png
0.5,0.45,0.4,4,black,0.0,,0,64,64,white,draw_polygon,4360.png
0.46,0.45,0.15,5,black,240.0,,0,64,64,white,draw_polygon,4361.png
0.46,0.54,0.15,6,black,210.0,,0,64,64,white,draw_polygon,4362.png
0.54,0.49,0.15,6,black,240.0,,0,64,64,white,draw_polygon,4363.png
0.55,0.51,0.35,5,black,210.0,,0,64,64,white,draw_polygon,4364.png
0.46,0.45,0.15,6,black,120.0,,0,64,64,white,draw_polygon,4365.png
0.55,0.5,0.25,7,black,150.0,,0,64,64,white,draw_polygon,4366.png
0.49,0.47,0.4,3,black,270.0,,0,64,64,white,draw_polygon,4367.png
0.47,0.5,0.3,5,black,270.0,,0,64,64,white,draw_polygon,4368.png
0.54,0.54,0.3,5,black,180.0,,0,64,64,white,draw_polygon,4369.png
0.5,0.47,0.15,5,black,300.0,,0,64,64,white,draw_polygon,4370.png
0.48,0.47,0.15,6,black,300.0,,0,64,64,white,draw_polygon,4371.png
0.48,0.51,0.15,6,black,300.0,,0,64,64,white,draw_polygon,4372.png
0.46,0.49,0.1,3,black,150.0,,0,64,64,white,draw_polygon,4373.png
0.45,0.46,0.4,6,black,330.0,,0,64,64,white,draw_polygon,4374.png
0.54,0.53,0.15,4,black,300.0,,0,64,64,white,draw_polygon,4375.png
0.55,0.51,0.35,7,black,0.0,,0,64,64,white,draw_polygon,4376.png
0.49,0.55,0.3,5,black,150.0,,0,64,64,white,draw_polygon,4377.png
0.46,0.52,0.1,7,black,180.0,,0,64,64,white,draw_polygon,4378.png
0.46,0.45,0.3,3,black,30.0,,0,64,64,white,draw_polygon,4379.png
0.48,0.48,0.4,6,black,180.0,,0,64,64,white,draw_polygon,4380.png
0.55,0.54,0.4,5,black,150.0,,0,64,64,white,draw_polygon,4381.png
0.47,0.54,0.35,6,black,150.0,,0,64,64,white,draw_polygon,4382.png
0.5,0.51,0.4,3,black,210.0,,0,64,64,white,draw_polygon,4383.png
0.55,0.47,0.3,3,black,90.0,,0,64,64,white,draw_polygon,4384.png
0.48,0.47,0.1,3,black,90.0,,0,64,64,white,draw_polygon,4385.png
0.53,0.53,0.35,4,black,300.0,,0,64,64,white,draw_polygon,4386.png
0.5,0.48,0.45,5,black,330.0,,0,64,64,white,draw_polygon,4387.png
0.47,0.48,0.2,6,black,180.0,,0,64,64,white,draw_polygon,4388.png
0.51,0.5,0.2,6,black,120.0,,0,64,64,white,draw_polygon,4389.png
0.51,0.54,0.45,7,black,300.0,,0,64,64,white,draw_polygon,4390.png
0.47,0.53,0.25,3,black,210.0,,0,64,64,white,draw_polygon,4391.png
0.51,0.49,0.45,7,black,300.0,,0,64,64,white,draw_polygon,4392.png
0.51,0.53,0.1,4,black,240.0,,0,64,64,white,draw_polygon,4393.png
0.5,0.45,0.25,6,black,150.0,,0,64,64,white,draw_polygon,4394.png
0.45,0.55,0.2,3,black,60.0,,0,64,64,white,draw_polygon,4395.png
0.54,0.53,0.4,7,black,300.0,,0,64,64,white,draw_polygon,4396.png
0.51,0.54,0.2,4,black,180.0,,0,64,64,white,draw_polygon,4397.png
0.5,0.49,0.25,4,black,120.0,,0,64,64,white,draw_polygon,4398.png
0.51,0.54,0.4,3,black,330.0,,0,64,64,white,draw_polygon,4399.png
0.45,0.53,0.4,3,black,270.0,,0,64,64,white,draw_polygon,4400.png
0.49,0.49,0.2,7,black,330.0,,0,64,64,white,draw_polygon,4401.png
0.49,0.46,0.35,4,black,330.0,,0,64,64,white,draw_polygon,4402.png
0.5,0.46,0.45,6,black,210.0,,0,64,64,white,draw_polygon,4403.png
0.5,0.48,0.45,7,black,330.0,,0,64,64,white,draw_polygon,4404.png
0.52,0.55,0.15,4,black,90.0,,0,64,64,white,draw_polygon,4405.png
0.55,0.53,0.15,3,black,300.0,,0,64,64,white,draw_polygon,4406.png
0.45,0.51,0.35,3,black,330.0,,0,64,64,white,draw_polygon,4407.png
0.49,0.51,0.4,6,black,0.0,,0,64,64,white,draw_polygon,4408.png
0.53,0.5,0.2,5,black,210.0,,0,64,64,white,draw_polygon,4409.png
0.53,0.54,0.4,3,black,150.0,,0,64,64,white,draw_polygon,4410.png
0.5,0.45,0.4,5,black,180.0,,0,64,64,white,draw_polygon,4411.png
0.46,0.45,0.35,5,black,330.0,,0,64,64,white,draw_polygon,4412.png
0.55,0.49,0.45,3,black,30.0,,0,64,64,white,draw_polygon,4413.png
0.51,0.49,0.45,7,black,240.0,,0,64,64,white,draw_polygon,4414.png
0.46,0.47,0.4,3,black,180.0,,0,64,64,white,draw_polygon,4415.png
0.54,0.52,0.45,3,black,240.0,,0,64,64,white,draw_polygon,4416.png
0.45,0.46,0.15,7,black,240.0,,0,64,64,white,draw_polygon,4417.png
0.45,0.51,0.4,4,black,210.0,,0,64,64,white,draw_polygon,4418.png
0.45,0.51,0.3,7,black,270.0,,0,64,64,white,draw_polygon,4419.png
0.49,0.47,0.1,3,black,30.0,,0,64,64,white,draw_polygon,4420.png
0.47,0.54,0.15,6,black,150.0,,0,64,64,white,draw_polygon,4421.png
0.48,0.54,0.2,5,black,30.0,,0,64,64,white,draw_polygon,4422.png
0.53,0.45,0.4,6,black,180.0,,0,64,64,white,draw_polygon,4423.png
0.54,0.52,0.35,4,black,120.0,,0,64,64,white,draw_polygon,4424.png
0.52,0.52,0.1,4,black,60.0,,0,64,64,white,draw_polygon,4425.png
0.45,0.51,0.45,5,black,240.0,,0,64,64,white,draw_polygon,4426.png
0.53,0.45,0.15,3,black,240.0,,0,64,64,white,draw_polygon,4427.png
0.48,0.51,0.1,3,black,330.0,,0,64,64,white,draw_polygon,4428.png
0.47,0.45,0.1,4,black,30.0,,0,64,64,white,draw_polygon,4429.png
0.46,0.49,0.35,5,black,180.0,,0,64,64,white,draw_polygon,4430.png
0.51,0.52,0.4,3,black,240.0,,0,64,64,white,draw_polygon,4431.png
0.45,0.46,0.1,6,black,210.0,,0,64,64,white,draw_polygon,4432.png
0.51,0.53,0.25,4,black,210.0,,0,64,64,white,draw_polygon,4433.png
0.51,0.5,0.3,7,black,210.0,,0,64,64,white,draw_polygon,4434.png
0.55,0.51,0.2,6,black,300.0,,0,64,64,white,draw_polygon,4435.png
0.46,0.45,0.35,5,black,0.0,,0,64,64,white,draw_polygon,4436.png
0.53,0.54,0.2,3,black,330.0,,0,64,64,white,draw_polygon,4437.png
0.55,0.52,0.35,4,black,0.0,,0,64,64,white,draw_polygon,4438.png
0.45,0.51,0.1,7,black,150.0,,0,64,64,white,draw_polygon,4439.png
0.47,0.5,0.15,3,black,270.0,,0,64,64,white,draw_polygon,4440.png
0.47,0.5,0.1,7,black,240.0,,0,64,64,white,draw_polygon,4441.png
0.54,0.48,0.2,4,black,90.0,,0,64,64,white,draw_polygon,4442.png
0.47,0.51,0.25,6,black,300.0,,0,64,64,white,draw_polygon,4443.png
0.47,0.54,0.15,4,black,150.0,,0,64,64,white,draw_polygon,4444.png
0.5,0.49,0.35,4,black,0.0,,0,64,64,white,draw_polygon,4445.png
0.46,0.46,0.3,6,black,300.0,,0,64,64,white,draw_polygon,4446.png
0.51,0.48,0.25,7,black,30.0,,0,64,64,white,draw_polygon,4447.png
0.53,0.53,0.4,4,black,30.0,,0,64,64,white,draw_polygon,4448.png
0.49,0.47,0.25,4,black,0.0,,0,64,64,white,draw_polygon,4449.png
0.51,0.52,0.45,5,black,150.0,,0,64,64,white,draw_polygon,4450.png
0.45,0.48,0.25,5,black,270.0,,0,64,64,white,draw_polygon,4451.png
0.47,0.53,0.3,7,black,120.0,,0,64,64,white,draw_polygon,4452.png
0.54,0.45,0.35,7,black,120.0,,0,64,64,white,draw_polygon,4453.png
0.52,0.54,0.2,5,black,0.0,,0,64,64,white,draw_polygon,4454.png
0.53,0.5,0.45,5,black,180.0,,0,64,64,white,draw_polygon,4455.png
0.53,0.54,0.35,3,black,120.0,,0,64,64,white,draw_polygon,4456.png
0.51,0.47,0.1,7,black,150.0,,0,64,64,white,draw_polygon,4457.png
0.48,0.46,0.15,5,black,150.0,,0,64,64,white,draw_polygon,4458.png
0.54,0.49,0.25,3,black,180.0,,0,64,64,white,draw_polygon,4459.png
0.55,0.45,0.1,6,black,330.0,,0,64,64,white,draw_polygon,4460.png
0.49,0.45,0.3,7,black,180.0,,0,64,64,white,draw_polygon,4461.png
0.49,0.52,0.45,7,black,270.0,,0,64,64,white,draw_polygon,4462.png
0.55,0.45,0.2,7,black,300.0,,0,64,64,white,draw_polygon,4463.png
0.54,0.54,0.3,3,black,240.0,,0,64,64,white,draw_polygon,4464.png
0.55,0.45,0.15,7,black,90.0,,0,64,64,white,draw_polygon,4465.png
